title,year,rating,no_of_reviews,genres,runtime,gross
Dance Hall Racket,1953.0,3.5,218,"
Action, Adventure, Crime            ",63 min,
The Great Fight,2011.0,3.5,128,"
Action, Drama            ",81 min,
Fist of Legends 2: Iron Bodyguards,1996.0,3.5,119,"
Action            ",90 min,
Soul Hunters,2019.0,3.5,"3,508","
Action, Thriller            ",92 min,
T.K.O.,2007.0,3.5,141,"
Action, Drama, Thriller            ",92 min,
The Control Group,2014.0,3.5,164,"
Action, Horror, Mystery            ",84 min,
Queen's Messenger,2001.0,3.5,314,"
Action            ",94 min,
Tomcat Angels,1991.0,3.5,126,"
Action, Comedy            ",90 min,
Delta Force Commando II: Priority Red One,1990.0,3.5,91,"
Action, Thriller            ",100 min,
White Fury,1989.0,3.5,72,"
Action, Drama            ",84 min,
Fist 2 Fist 2: Weapon of Choice,2014.0,3.5,129,"
Action, Adventure            ",101 min,
L.A. Crackdown,1987.0,3.5,77,"
Action, Crime, Drama            ",84 min,
Segurança Nacional,2010.0,3.5,319,"
Action            ",85 min,
The Thieves Code,2021.0,3.5,45,"
Action, Drama, Romance            ",100 min,
Traitor's Heart,1999.0,3.5,274,"
Action            ",91 min,
Deadly Ransom,1998.0,3.5,127,"
Action            ",92 min,
Fist 2 Fist,2011.0,3.5,184,"
Action            ",92 min,
I Thought You Were a Nice Man,2018.0,3.5,116,"
Action, Horror, Thriller            ",110 min,
Dead Genesis,2010.0,3.5,536,"
Action, Horror, Thriller            ",98 min,
The Final Goal,1995.0,3.5,154,"
Action, Thriller            ",85 min,
Il quinto giorno,1994.0,3.5,36,"
Action            ",95 min,
Bomb Squad,2011.0,3.5,178,"
Action            ",83 min,
Jungle Mystery,1932.0,3.5,33,"
Action, Adventure            ",240 min,
Devious Beings,2002.0,3.5,181,"
Action, Crime, Thriller            ",97 min,
Hammer Down,1992.0,3.5,55,"
Action, Drama            ",83 min,
Zombie Cult Massacre,1998.0,3.5,135,"
Action, Horror, Thriller            ",66 min,
Shark in a Bottle,1999.0,3.5,106,"
Action, Crime, Drama            ",94 min,
Cowboys vs. Zombies,2014.0,3.5,30,"
Action, Horror            ",85 min,
Empire of the Spiritual Ninja,1988.0,3.5,45,"
Action, Drama            ",90 min,
Mississippi Shakedown,2014.0,3.5,29,"
Action            ",91 min,
At Gunpoint,1990.0,3.5,21,"
Crime, Action            ",90 min,
Against the Tide,1997.0,3.5,21,"
Action, Thriller            ",93 min,
Airboss II: Preemptive Strike,1998.0,3.5,94,"
Action, Adventure, Sci-Fi            ",88 min,
Bollywood,1994.0,3.5,64,"
Action, Comedy, Musical            ",120 min,
Dark Intentions: The Movie,2019.0,3.5,6,"
Action, Crime, Drama            ",90 min,
Maboroshi kurozukin - yami ni tobu kage,1967.0,3.5,33,"
Action            ",88 min,
Cry of the Werewolf,1944.0,5.3,"1,116","
Crime, Drama, Horror            ",63 min,
Diana & Me,1997.0,5.3,251,"
Comedy, Romance            ",98 min,
Cooped Up,2016.0,5.3,147,"
Comedy, Drama, Romance            ",85 min,
The Truth About Lies,2018.0,5.3,587,"
Comedy, Romance            ",94 min,
Fear of Water,2014.0,5.3,383,"
Drama, Romance            ",100 min,
Bed & Breakfast,1991.0,5.3,423,"
Comedy, Drama, Romance            ",97 min,
Swingers' Paradise,1964.0,5.3,322,"
Music, Musical, Romance            ",113 min,
Testosterone,2003.0,5.3,"1,246","
Comedy, Drama, Romance            ",105 min,$0.03M
Happy End,2003.0,5.3,"1,526","
Comedy, Romance, Drama            ",98 min,
Wasp,2015.0,5.3,"1,123","
Drama, Romance            ",72 min,
The Château,2001.0,5.3,843,"
Comedy, Drama, Romance            ",91 min,$0.20M
Young Hearts,2020.0,5.3,276,"
Drama, Romance            ",81 min,
Alchemy,2005.0,5.3,572,"
Comedy, Romance            ",86 min,
Love Exclusively,2017.0,5.3,685,"
Comedy, Romance            ",92 min,
Great Great Great,2017.0,5.3,206,"
Drama, Romance            ",80 min,
Dangerous Attractions,2010.0,5.3,67,"
Romance            ",85 min,
Let's Get Those English Girls,1976.0,5.3,561,"
Comedy, Romance            ",105 min,
No Regrets,2004.0,5.3,174,"
Drama, Romance            ",96 min,
The Perfect You,2002.0,5.3,792,"
Comedy, Romance            ",90 min,
All in Time,2015.0,5.3,348,"
Comedy, Drama, Music            ",98 min,
Kandahar Break,2009.0,5.3,309,"
Drama, Romance, Thriller            ",94 min,
Nearest to Heaven,2002.0,5.3,563,"
Drama, Romance            ",96 min,
Sweet William,1980.0,5.3,158,"
Drama, Romance            ",92 min,
A Four Letter Word,2007.0,5.3,899,"
Comedy, Romance            ",87 min,$0.07M
Nights in White Satin,1987.0,5.3,130,"
Drama, Romance            ",97 min,
Legions of the Nile,1959.0,5.3,269,"
Adventure, Drama, Romance            ",91 min,
How to Commit Marriage,1969.0,5.3,542,"
Comedy, Music, Romance            ",95 min,
Back Soon,2007.0,5.3,856,"
Drama, Romance            ",83 min,
Monique,1970.0,5.3,125,"
Comedy, Drama, Romance            ",88 min,
The Buttercup Chain,1970.0,5.3,158,"
Drama, Romance            ",95 min,
My Favorite Five,2015.0,5.3,317,"
Comedy, Romance            ",92 min,
Whirlwind,2007.0,5.3,533,"
Drama, Romance            ",99 min,
Fools of Fortune,1990.0,5.3,244,"
Drama, Romance            ",109 min,$0.08M
More Scenes from a Gay Marriage,2014.0,5.3,874,"
Comedy, Drama, Romance            ",70 min,
Flatbush Luck,2016.0,5.3,117,"
Comedy, Crime, Drama            ",93 min,
Hey Good Looking!,2006.0,5.3,822,"
Comedy, Romance            ",85 min,
Love Evolving,2023.0,5.3,17,"
Drama, Romance            ",109 min,
Cinemanovels,2013.0,5.3,250,"
Comedy, Drama, Romance            ",89 min,
A Man of Passion,1989.0,5.3,153,"
Drama, Romance            ",91 min,
"Ouzo, Stoff und Taschentücher",2006.0,3.5,30,"
Action, Comedy            ",79 min,
Detective Lloyd,1932.0,3.5,39,"
Action, Adventure, Crime            ",216 min,
States,2015.0,3.5,65,"
Action, Crime, Drama            ",106 min,
The Isle of Hope,1925.0,3.5,26,"
Action, Adventure, Drama            ",60 min,
Only One Way to Kill a Zombie,2010.0,3.5,10,"
Action, Horror            ",87 min,
Detective Knight: Independence,2023.0,3.4,898,"
Action, Crime, Thriller            ",91 min,
Panama,2022.0,3.4,"3,058","
Action, Thriller            ",95 min,
Catwoman,2004.0,3.4,"121,988","
Action, Crime, Fantasy            ",104 min,$40.20M
Day of the Dead: Bloodline,2017.0,3.4,"11,827","
Action, Drama, Horror            ",90 min,
American Siege,2021.0,3.4,"2,070","
Action, Thriller            ",91 min,
Gor,1987.0,3.4,"2,224","
Action, Adventure, Fantasy            ",94 min,
Guardians of Time,2022.0,3.4,434,"
Action, Adventure            ",99 min,
Day of Reckoning,2016.0,3.4,"1,119","
Action, Horror, Sci-Fi            ",85 min,
Dauntless: The Battle of Midway,2019.0,3.4,871,"
Action, Adventure, History            ",98 min,
Rogue Hostage,2021.0,3.4,"2,520","
Action, Thriller            ",93 min,
Ninja Cheerleaders,2008.0,3.4,"1,749","
Action, Comedy            ",81 min,
Dsp,2022.0,3.4,892,"
Action, Crime, Drama            ",144 min,
Night of the Sicario,2021.0,3.4,632,"
Action, Drama, Thriller            ",82 min,
Spiders,2013.0,3.4,"4,600","
Action, Adventure, Comedy            ",89 min,
Attack of the Unknown,2020.0,3.4,"6,562","
Action, Horror, Sci-Fi            ",103 min,
Robo Vampire,1988.0,3.4,"1,393","
Action, Horror, Sci-Fi            ",90 min,
Electra,1996.0,3.4,992,"
Action, Sci-Fi, Thriller            ",87 min,
Crash Point Zero,2001.0,3.4,516,"
Action, Adventure, Drama            ",93 min,
Ten Violent Women,1982.0,3.4,515,"
Action, Crime, Drama            ",97 min,
Acceleration,2019.0,3.4,"1,638","
Action, Thriller            ",85 min,
Carry on Columbus,1992.0,3.4,"2,531","
Action, Adventure, Comedy            ",91 min,
The Final Level: Escaping Rancala,2019.0,3.4,592,"
Action, Adventure, Fantasy            ",87 min,
The Extreme Team,2003.0,3.4,287,"
Action            ",78 min,
Driver from Hell,2016.0,3.4,"2,480","
Action, Horror, Thriller            ",83 min,
Delta Force 3: The Killing Game,1991.0,3.4,"1,047","
Action, Adventure, Crime            ",97 min,
Lazarus,2021.0,3.4,534,"
Action, Sci-Fi            ",105 min,
Escape 2120,2020.0,3.4,264,"
Action, Adventure, Crime            ",107 min,
Hard Night Falling,2019.0,3.4,796,"
Action, Crime, Drama            ",85 min,
Dragonfyre,2013.0,3.4,"1,962","
Action, Adventure, Fantasy            ",97 min,
Snake Island,2002.0,3.4,870,"
Action, Adventure, Comedy            ",90 min,
Larceny,2017.0,3.4,"1,092","
Action, Thriller            ",87 min,
New Alcatraz,2001.0,3.4,"1,789","
Action, Horror, Sci-Fi            ",96 min,
Max Havoc: Curse of the Dragon,2004.0,3.4,949,"
Action            ",90 min,
Age of the Dragons,2011.0,3.4,"4,488","
Action, Adventure, Fantasy            ",91 min,
Armed,2018.0,3.4,484,"
Action, Thriller            ",118 min,
Dinocroc,2004.0,3.4,"1,974","
Action, Adventure, Comedy            ",90 min,
Amphibious Creature of the Deep,2010.0,3.4,"1,144","
Action, Adventure, Comedy            ",86 min,
Dakota Bound,2001.0,3.4,221,"
Adventure, Sci-Fi, Action            ",90 min,
Warren,2014.0,5.3,152,"
Comedy, Drama, Romance            ",84 min,
The Mandarin Mystery,1936.0,5.3,435,"
Comedy, Crime, Film-Noir            ",66 min,
Forget About Nick,2017.0,5.3,552,"
Comedy, Drama, Romance            ",110 min,
The Royal Hibiscus Hotel,2017.0,5.3,305,"
Comedy, Romance            ",90 min,
Perfect Alibi,1995.0,5.3,300,"
Crime, Drama, Mystery            ",98 min,
Nimby,2020.0,5.3,478,"
Comedy, Drama, Romance            ",94 min,
Long-Distance Princess,2012.0,5.3,55,"
Comedy, Family, Romance            ",88 min,
It Can't Last Forever,1937.0,5.3,60,"
Adventure, Comedy, Crime            ",68 min,
The Singles 2nd Ward,2007.0,5.3,252,"
Comedy, Romance            ",87 min,
Decameron Nights,1953.0,5.3,284,"
Drama, Adventure, Romance            ",93 min,
Assassination in Rome,1965.0,5.3,182,"
Comedy, Crime, Mystery            ",110 min,
Almost Normal,2005.0,5.3,"1,186","
Comedy, Drama, Romance            ",90 min,
Parnell,1937.0,5.3,542,"
Biography, Drama, Romance            ",118 min,$1.58M
Life Risking Romance,2016.0,5.3,253,"
Comedy, Romance, Thriller            ",103 min,
Love Possibly,2018.0,5.3,122,"
Comedy, Romance            ",83 min,
It Happened in Paris,1935.0,5.3,108,"
Comedy, Romance            ",68 min,
I'm from Arkansas,1944.0,5.3,192,"
Comedy, Music, Romance            ",70 min,
Deuce Coupe,1992.0,5.3,120,"
Drama, Romance, Sport            ",106 min,
Capital Games,2013.0,5.3,778,"
Romance            ",97 min,
And They're Off,1982.0,5.3,38,"
Drama, Romance            ",90 min,
The Emperor's Wife,2003.0,5.3,613,"
Adventure, Drama, Fantasy            ",100 min,
Ordinary Sinner,2001.0,5.3,229,"
Drama, Romance            ",91 min,
The Power of Love,2013.0,5.3,35,"
Romance            ",80 min,
Godkiller: Walk Among Us,2010.0,5.3,438,"
Animation, Family, Fantasy            ",75 min,
For Love Alone,1986.0,5.3,195,"
History, Romance            ",102 min,
Lace Crater,2015.0,5.3,422,"
Comedy, Drama, Fantasy            ",83 min,
November Rule,2015.0,5.3,881,"
Comedy, Romance            ",94 min,
The Birds and the Bees,1956.0,5.3,239,"
Comedy, Music, Mystery            ",94 min,
Alicja,1982.0,5.3,147,"
Fantasy, Musical, Romance            ",90 min,
Team Picture,2007.0,5.3,175,"
Comedy, Drama, Music            ",62 min,
Bank Alarm,1937.0,5.3,296,"
Crime, Drama, Romance            ",61 min,
The Speckled Band,1931.0,5.3,292,"
Crime, Drama, Mystery            ",66 min,
Mothers and Daughters,2006.0,5.3,114,"
Comedy, Drama, Romance            ",90 min,
Desert Sands,1955.0,5.3,346,"
Adventure, Romance            ",87 min,
2by4,1998.0,5.3,279,"
Drama, Romance            ",90 min,$0.02M
Advice from a Caterpillar,1999.0,5.3,393,"
Comedy, Drama, Romance            ",90 min,
A Tale of Five Women,1951.0,5.3,127,"
Drama, Mystery, Romance            ",86 min,
The Devil on Wheels,1947.0,5.3,137,"
Drama, Romance, Sport            ",67 min,
Greener Mountains,2005.0,5.3,168,"
Drama, Romance            ",89 min,
Pathfinders: In the Company of Strangers,2011.0,3.4,"1,362","
Action, Drama, History            ",100 min,
Stealth Fighter,1999.0,3.4,"1,024","
Action, Drama, Thriller            ",88 min,
"Veritas, Prince of Truth",2006.0,3.4,261,"
Action, Adventure, Family            ",93 min,
Dragon Hunter,2009.0,3.4,"1,327","
Action, Adventure, Fantasy            ",90 min,
Amazons and Gladiators,2001.0,3.4,"1,327","
Drama, Action, Adventure            ",94 min,
The Rizen,2017.0,3.4,403,"
Action, Horror, Sci-Fi            ",94 min,
Downhill,2016.0,3.4,729,"
Action, Horror, Sport            ",82 min,
Murdercycle,1999.0,3.4,604,"
Action, Sci-Fi            ",90 min,
Ablaze,2001.0,3.4,702,"
Drama, Action, Thriller            ",97 min,
Miami Heat,2021.0,3.4,436,"
Action, Crime, Drama            ",87 min,
Art of Deception,2019.0,3.4,324,"
Action, Drama, Thriller            ",90 min,
For the Cause,2000.0,3.4,838,"
Action, Adventure, Drama            ",100 min,
Naked Lies,1998.0,3.4,377,"
Action, Crime, Drama            ",93 min,
Smokey Bites the Dust,1981.0,3.4,346,"
Action, Comedy, Romance            ",87 min,
Lethal Target,1999.0,3.4,274,"
Action, Sci-Fi            ",92 min,
Cyber Vengeance,1995.0,3.4,255,"
Action, Sci-Fi, Thriller            ",94 min,
Red Canyon,2008.0,3.4,818,"
Action, Horror, Thriller            ",98 min,
The Outfit,1993.0,3.4,176,"
Crime, Action, Thriller            ",92 min,
Eternal Code,2019.0,3.4,"3,777","
Action, Crime, Thriller            ",105 min,
Ballistica,2009.0,3.4,459,"
Action, Adventure, Thriller            ",90 min,
Chrome Angels,2009.0,3.4,446,"
Action, Sci-Fi            ",93 min,
Flying Virus,2001.0,3.4,983,"
Action, Horror, Sci-Fi            ",100 min,
"Bad, Black and Beautiful",1975.0,3.4,44,"
Action            ",83 min,
The Mark: Redemption,2013.0,3.4,389,"
Action, Fantasy, Sci-Fi            ",94 min,
Fight to the Finish,2016.0,3.4,144,"
Action, Romance, Sport            ",94 min,
The Bunker,2014.0,3.4,"1,300","
Action            ",90 min,
Silicon Towers,1999.0,3.4,343,"
Action, Drama, Thriller            ",87 min,
Ancient Warriors,2003.0,3.4,275,"
Action            ",99 min,
The Rizen: Possession,2019.0,3.4,184,"
Action, Horror, Sci-Fi            ",90 min,
Caged in Paradiso,1989.0,3.4,99,"
Action, Drama            ",90 min,
Stormquest,1987.0,3.4,132,"
Action, Fantasy            ",89 min,
Liquid Bridge,2003.0,3.4,219,"
Action, Drama            ",98 min,
Descent Into Darkness,2002.0,3.4,438,"
Action, Adventure, Sci-Fi            ",96 min,
Karl the Butcher vs Axe,2010.0,3.4,293,"
Action, Comedy, Horror            ",75 min,
Bunker: Project 12,2016.0,3.4,505,"
Action, Adventure, Mystery            ",97 min,
Hawken's Breed,1988.0,3.4,425,"
Action, Drama, Romance            ",89 min,
Future Zone,1990.0,3.4,655,"
Action, Comedy, Crime            ",82 min,
Lethal Ninja,1992.0,3.4,260,"
Action, Drama            ",97 min,
Survival Game,1987.0,3.4,123,"
Action, Drama            ",97 min,
Cyborg Cop III,1995.0,3.4,389,"
Action, Sci-Fi, Thriller            ",94 min,
Deadly Swarm,2003.0,3.4,373,"
Action, Horror, Sci-Fi            ",90 min,
Ten Dead Men,2008.0,3.4,677,"
Action, Crime, Thriller            ",90 min,
White Air,2007.0,3.4,250,"
Action, Drama, Sport            ",81 min,
Max Havoc: Ring of Fire,2006.0,3.4,303,"
Action            ",89 min,
Extreme Honor,2001.0,3.4,227,"
Action, Drama            ",90 min,
Humans,2009.0,3.4,884,"
Action, Adventure, Horror            ",90 min,
Lord Byron of Broadway,1930.0,5.3,169,"
Drama, Music, Romance            ",80 min,
Hello I Love You,2018.0,5.3,224,"
Comedy, Romance            ",100 min,
Make a Wish,1937.0,5.3,194,"
Comedy, Music, Musical            ",77 min,
Drop Dead Roses,2001.0,5.3,226,"
Comedy, Romance            ",93 min,
Andy's Rainbow,2016.0,5.3,254,"
Drama, Romance            ",115 min,
Mending Hugo's Heart,2017.0,5.3,376,"
Comedy, Drama, Romance            ",119 min,
Earl Carroll Vanities,1945.0,5.3,83,"
Musical, Romance            ",91 min,
Finding Hubby 2,2022.0,5.3,21,"
Comedy, Romance            ",94 min,
No Heart Feelings,2010.0,5.3,58,"
Comedy, Romance            ",82 min,
Lady in the Death House,1944.0,5.3,399,"
Crime, Drama, Film-Noir            ",56 min,
Four Jacks and a Jill,1942.0,5.3,194,"
Comedy, Music, Romance            ",68 min,
Secondhand Hearts,2017.0,5.3,127,"
Drama, Romance            ",93 min,
Streamline Express,1935.0,5.3,198,"
Comedy, Drama, Mystery            ",71 min,
Desperate Cargo,1941.0,5.3,136,"
Crime, Drama, Romance            ",67 min,
Tangled Destinies,1932.0,5.3,227,"
Adventure, Comedy, Crime            ",56 min,
4 Years,2022.0,5.3,"2,788","
Romance            ",122 min,
Men Are Such Fools,1938.0,5.3,555,"
Drama, Romance            ",69 min,
Loop,1997.0,5.3,77,"
Romance            ",95 min,
Turning 30!!!,2011.0,5.3,410,"
Comedy, Drama, Romance            ",121 min,
New Faces of 1937,1937.0,5.3,210,"
Comedy, Musical, Romance            ",100 min,
A Lady's Morals,1930.0,5.3,142,"
Biography, Drama, Music            ",87 min,
Maybe Shower,2018.0,5.3,53,"
Comedy, Drama, Romance            ",81 min,
Phantom Killer,1942.0,5.3,204,"
Mystery, Romance, Thriller            ",61 min,
Amar Akbar & Tony,2015.0,5.3,297,"
Comedy, Drama, Romance            ",96 min,
Pipe Dreams,1976.0,5.3,137,"
Drama, Romance            ",89 min,
The Shopaholics,2006.0,5.3,441,"
Comedy, Romance            ",92 min,
All We Have,2021.0,5.3,41,"
Drama, Romance            ",94 min,
Detective Kitty O'Day,1944.0,5.3,281,"
Comedy, Mystery, Romance            ",61 min,
The Lash,1930.0,5.3,161,"
Drama, Romance, Western            ",77 min,
In Love with Life,1934.0,5.3,76,"
Drama, Romance, Sport            ",66 min,
Art Ache,2015.0,5.3,199,"
Comedy, Drama, Romance            ",80 min,
Life and Lyrics,2006.0,5.3,330,"
Drama, Music, Romance            ",99 min,
Surviving Georgia,2011.0,5.3,140,"
Romance            ",90 min,
A Notorious Affair,1930.0,5.3,305,"
Drama, Romance            ",69 min,
I Like Your Nerve,1931.0,5.3,267,"
Comedy, Romance            ",70 min,
Kiss My Analyst,1969.0,5.3,10,"
Romance            ",47 min,
I'm Yours,2011.0,5.3,152,"
Comedy, Romance            ",90 min,
Impossible Love,1977.0,5.3,28,"
Drama, Romance            ",102 min,
Act of War,1998.0,3.4,179,"
Action            ",94 min,
Texas,2018.0,3.4,"1,121","
Action, Adventure, Comedy            ",88 min,
Last Flight to Hell,1990.0,3.4,83,"
Action, Crime            ",84 min,
Model Behaviour,2013.0,3.4,104,"
Action, Crime, Mystery            ",90 min,
Street Dreams: Los Angeles,2018.0,3.4,73,"
Action, Drama            ",105 min,
Secret Agent OO Soul,1990.0,3.4,225,"
Action, Comedy            ",97 min,
The Precipice,2018.0,3.4,52,"
Action, Thriller, War            ",86 min,
Headhunter: The Assessment Weekend,2010.0,3.4,230,"
Action, Horror, Mystery            ",93 min,
Invasion of the Empire of the Apes,2021.0,3.4,18,"
Action, Fantasy, Sci-Fi            ",74 min,
Shoot the Hero,2010.0,3.4,857,"
Action, Comedy            ",80 min,
